agent-observability-without-data-leaks-en.md	en	2026-05-06	AI Agent Observability: Trace Prompts, Tool Calls, Tokens, and Cost Without Turning Logs into a Data Leak	A tool-calling agent must be explainable when it is slow, expensive, wrong, or unsafe. That does not require turning every prompt and tool payload into an ungoverned data lake. Here is a metadata-first blueprint for safe agent observability.
agent-observability-without-data-leaks-vi.md	vi	2026-05-06	Observability cho AI Agent: Trace Prompt, Tool Call, Token và Cost mà không biến Log thành rò rỉ dữ liệu	Một trace agent cần giải thích được vì sao hệ thống chậm, đắt, sai hoặc nguy hiểm—nhưng không được biến prompt, tool payload và response thành một data lake không kiểm soát. Đây là blueprint metadata-first để quan sát an toàn.
agent-policy-as-code-authorization-testing-en.md	en	2026-01-02	Agent Policy as Code: Testing Authorization Rules Like Software	A production playbook for turning AI-agent authorization requirements into executable policies, negative tests, safe rollouts, and enforceable decision boundaries.
agent-policy-as-code-authorization-testing-vi.md	vi	2026-01-02	Policy-as-Code cho AI Agent: Kiểm thử Authorization như Software	Playbook production biến yêu cầu authorization của AI agent thành policy có thể chạy, test, rollout an toàn và enforce rõ ràng trước mỗi tool call.
agent-receipts-user-readable-proof-en.md	en	2026-09-03	Agent Receipts: A User-Readable Proof of What Changed	A practical design for giving people a concise, verifiable account of what an AI agent changed, why it was allowed, and what the receipt cannot prove.
agent-receipts-user-readable-proof-vi.md	vi	2026-09-03	Agent Receipt: Bằng chứng dễ đọc về những gì AI đã thay đổi	Thiết kế thực tế để đưa cho người dùng một bản tường trình ngắn gọn, có thể xác minh về những gì AI agent đã thay đổi, vì sao được phép làm và receipt không thể chứng minh điều gì.
ai-admission-control-backpressure-fairness-en.md	en	2026-07-03	The Queue Is a Policy: Admission Control, Backpressure, and Fairness for Multi-Tenant AI Agents	A production guide to treating the queue as an AI-agent policy: admission control, backpressure, fair scheduling, tail-SLO protection, and graceful load shedding.
ai-admission-control-backpressure-fairness-vi.md	vi	2026-07-03	Queue cũng là Policy: Admission Control, Backpressure và Fairness cho Multi-Tenant AI Agent	Hướng dẫn production về cách xem queue như một policy của AI agent: admission control, backpressure, fair scheduling, bảo vệ tail-SLO và graceful load shedding.
ai-agent-compensation-transactions-en.md	en	2026-06-07	AI Agent Compensation Transactions: Recovering from Partial Side Effects	A production playbook for recovering when an AI agent has already changed the world: compensation contracts, durable action ledgers, unknown outcomes, and safe reconciliation.
ai-agent-compensation-transactions-vi.md	vi	2026-06-07	Compensation Transaction cho AI Agent: Khôi phục sau Partial Side Effect	Production playbook cho tình huống AI agent đã thay đổi thế giới một phần: compensation contract, action ledger bền vững, trạng thái không chắc chắn và reconciliation an toàn.
ai-agent-deletion-guarantees-en.md	en	2026-07-15	AI Agent Deletion Guarantees: Memory Erasure, Tombstones, and Audit Evidence	A production playbook for honoring AI-agent deletion requests across memories, vector indexes, caches, traces, and derived artifacts—with immediate retrieval blocking and verifiable evidence.
ai-agent-deletion-guarantees-vi.md	vi	2026-07-15	Deletion Guarantee cho AI Agent: Xóa Memory, Tombstone và Audit Evidence	Playbook production để thực hiện yêu cầu xóa xuyên qua memory, vector index, cache, trace và dữ liệu dẫn xuất của AI agent—chặn retrieval ngay và tạo bằng chứng có thể kiểm chứng.
ai-agent-drift-management-en.md	en	2026-04-22	AI Agent Change Management: Detecting Drift Before Actions Break	A production playbook for detecting tool, policy, schema, permission, and world-state drift before an AI agent turns a previously valid plan into a broken or unsafe action.
ai-agent-drift-management-vi.md	vi	2026-04-22	Quản trị thay đổi cho AI Agent: Phát hiện Drift trước khi Action hỏng	Playbook production để phát hiện drift ở tool, policy, schema, permission và world state trước khi AI agent biến một plan từng hợp lệ thành action hỏng hoặc không an toàn.
ai-agent-finops-token-cost-allocation-en.md	en	2026-06-04	AI Agent FinOps: Allocating Token Cost by Tenant, Workflow, and Outcome	A practical FinOps playbook for AI agents that turns token usage, model calls, tool work, and shared infrastructure into accountable cost and value signals.
ai-agent-finops-token-cost-allocation-vi.md	vi	2026-06-04	AI Agent FinOps: Phân bổ Token Cost theo Tenant, Workflow và Outcome	Playbook FinOps thực tế cho AI agent: biến token usage, model call, tool work và shared infrastructure thành tín hiệu cost và value có owner.
ai-agent-incident-response-en.md	en	2026-02-21	AI Agent Incident Response: Kill Switches, Evidence Packs, and Safe Degradation	A production playbook for containing AI agent incidents with layered kill switches, evidence packs, safe degradation, and recovery paths that reduce blast radius without erasing the facts needed to learn.
ai-agent-incident-response-vi.md	vi	2026-02-21	Incident Response cho AI Agent: Kill Switch, Evidence Pack và Degradation an toàn	Playbook production để cô lập sự cố AI agent bằng kill switch nhiều lớp, evidence pack, degradation an toàn và quy trình phục hồi giảm blast radius mà không xóa mất dữ kiện cần để học hỏi.
ai-agent-memory-poisoning-en.md	en	2026-09-02	Your AI Agent's Memory Is an Attack Surface: A Practical Playbook for Poisoning, Quarantine, and Safe Recall	Persistent memory makes AI agents useful—and gives attackers a place to leave instructions that outlive a single conversation. Here is a production-minded defense playbook.
ai-agent-memory-poisoning-vi.md	vi	2026-09-02	Memory của AI Agent cũng là Attack Surface: Playbook chống Poisoning, Quarantine và Recall an toàn	Persistent memory giúp AI Agent hữu ích hơn nhưng cũng tạo nơi kẻ tấn công để lại chỉ dẫn sống lâu hơn một phiên chat. Đây là playbook thực chiến để bảo vệ nó.
ai-agent-registry-shadow-ai-en.md	en	2026-09-02	The Agent Registry: Discovering, Owning, and Quarantining Shadow AI Agents	A production playbook for building an inventory of AI agents, assigning accountable owners, enforcing runtime scope, and quarantining unsanctioned automation before it becomes an invisible security boundary.
ai-agent-registry-shadow-ai-vi.md	vi	2026-09-02	Agent Registry: Phát hiện, sở hữu và cách ly Shadow AI Agent	Playbook production để lập danh mục AI agent, gán owner chịu trách nhiệm, giới hạn runtime scope và cách ly automation không được phê duyệt trước khi nó trở thành một vùng rủi ro vô hình.
ai-agent-release-experiments-en.md	en	2026-07-24	AI Agent Release Experiments: Shadow Traffic, Counterfactual Replay, and Promotion Gates	A production playbook for changing models, prompts, tools, retrieval, and policies without making real users the test harness. Learn how to combine offline evals, shadow traffic, counterfactual replay, canary cohorts, and abort-first promotion gates.
ai-agent-release-experiments-vi.md	vi	2026-07-24	Thử nghiệm Release cho AI Agent: Shadow Traffic, Counterfactual Replay và Promotion Gate	Production playbook cho việc thay đổi model, prompt, tool, retrieval và policy mà không biến người dùng thật thành bộ phận kiểm thử. Bài viết trình bày offline eval, shadow traffic, counterfactual replay, canary cohort và promotion gate theo hướng abort-first.
ai-agent-slo-success-latency-cost-safety-en.md	en	2026-05-28	Designing SLOs for AI Agents: Measuring Success Rate, Latency, Cost, and Safety	A production-oriented framework for measuring AI agents across task success, latency, cost, and safety instead of hiding reliability behind one pass rate.
ai-agent-slo-success-latency-cost-safety-vi.md	vi	2026-05-28	Thiết kế SLO cho AI Agent: Đo Success Rate, Latency, Cost và Safety như thế nào?	Một framework hướng production để đo AI Agent theo bốn chiều success, latency, cost và safety thay vì che giấu độ tin cậy sau một con số pass rate.
ai-agent-time-semantics-en.md	en	2026-03-12	AI Agents Have a Clock: Deadlines, Leases, and Stale Plans	An AI agent does not only need better reasoning. It needs time semantics: business deadlines, expiring execution leases, freshness-aware observations, and a refusal path for plans that are no longer safe to execute.
ai-agent-time-semantics-vi.md	vi	2026-03-12	AI Agent có một chiếc đồng hồ: Deadline, Lease và Plan hết hạn	AI agent không chỉ cần reasoning tốt hơn. Nó cần time semantics: business deadline, execution lease có thời hạn, observation có freshness và một đường refuse khi plan không còn an toàn để thực thi.
ai-code-supply-chain-policy-gates-en.md	en	2026-04-09	AI Code Supply Chains: Provenance, SBOMs, and Policy Gates for Agent-Generated Changes	AI coding agents can accelerate delivery without making the software supply chain trustworthy by default. This practical guide designs a chain-of-custody from agent change to signed build, SBOM, and release policy.
ai-code-supply-chain-policy-gates-vi.md	vi	2026-04-09	Software Supply Chain cho Code do AI tạo: Provenance, SBOM và Policy Gate trước Production	Coding agent giúp tăng tốc delivery nhưng không tự động làm software supply chain đáng tin cậy. Bài viết thiết kế chain-of-custody từ thay đổi do agent tạo đến build có chữ ký, SBOM và quyết định release.
ai-output-provenance-cited-answers-en.md	en	2026-05-23	From RAG Chunk to Cited Answer: Building Provenance for AI Outputs	A practical provenance layer that connects retrieved sources, transformations, claims, and citations so an AI answer can be inspected instead of merely trusted.
ai-output-provenance-cited-answers-vi.md	vi	2026-05-23	Từ RAG Chunk đến Câu trả lời có trích dẫn: Xây dựng Provenance cho AI Output	Một lớp provenance thực tế kết nối source được retrieve, các bước biến đổi, claim và citation để AI answer có thể được kiểm tra thay vì chỉ được tin.
ai-partial-answer-uncertainty-ux-en.md	en	2026-04-19	When AI Gives a Partial Answer: Designing Failure UX for Uncertainty	A trustworthy AI product does not hide uncertainty behind a fluent paragraph. It makes missing evidence visible, chooses a safe recovery path, and helps people decide what to do next.
ai-partial-answer-uncertainty-ux-vi.md	vi	2026-04-19	Khi AI chỉ trả lời được một phần: Thiết kế UX cho sự không chắc chắn	Một sản phẩm AI đáng tin không che giấu sự không chắc chắn sau một đoạn văn trôi chảy. Nó làm rõ phần thiếu bằng chứng, chọn đường phục hồi an toàn và giúp người dùng biết bước tiếp theo.
ai-tool-contract-testing-en.md	en	2026-07-06	Contract Testing for AI Tools: Proving an Agent Can Safely Call the Same Capability Across Providers	A production guide to testing AI tool compatibility across models, providers, MCP servers, and implementation versions—with schema contracts, semantic invariants, negative paths, and release gates.
ai-tool-contract-testing-vi.md	vi	2026-07-06	Contract Testing cho AI Tool: Chứng minh Agent gọi cùng một capability an toàn qua nhiều Provider	Hướng dẫn production về cách kiểm thử compatibility của AI tool qua model, provider, MCP server và nhiều phiên bản implementation bằng schema contract, semantic invariant, negative path và release gate.
chaos-engineering-ai-agents-en.md	en	2026-08-31	Chaos Engineering for AI Agents: Injecting the Failures Production Will Actually See	A practical fault-injection playbook for AI agents: tool timeouts, provider outages, malformed responses, stale context, recovery invariants, and safe promotion gates.
chaos-engineering-ai-agents-vi.md	vi	2026-08-31	Chaos Engineering cho AI Agent: Chủ động tiêm những lỗi production chắc chắn sẽ gặp	Playbook fault injection thực tế cho AI agent: tool timeout, provider outage, response sai cấu trúc, context stale, invariant phục hồi và promotion gate an toàn.
context-engineering-long-running-ai-agents-en.md	en	2026-04-11	Context Engineering for Long-Running AI Agents: What to Fetch, Compress, and Forget	A production blueprint for designing the context pipeline of long-running AI agents: retrieval, selection, compaction, tool-result clearing, durable memory, isolation, and measurable budgets.
context-engineering-long-running-ai-agents-vi.md	vi	2026-04-11	Context Engineering cho AI Agent chạy dài: Nên Fetch, Nén và Quên điều gì?	Blueprint production để thiết kế context pipeline cho AI agent chạy dài: retrieval, selection, compaction, tool-result clearing, durable memory, isolation và budget có thể đo lường.
context-firewall-pre-inference-data-governance-en.md	en	2026-04-12	The Context Firewall: Governing What Enters the Model	A production pattern for deciding which data may cross into an AI model, for what purpose, under which scope, and with what evidence.
context-firewall-pre-inference-data-governance-vi.md	vi	2026-04-12	Context Firewall: Quản trị dữ liệu trước khi vào Model	Một pattern production để quyết định dữ liệu nào được phép đi vào model, vì mục đích gì, trong phạm vi nào và với bằng chứng nào.
context-firewall-redaction-tokenization-lineage-en.md	en	2026-09-05	The Context Firewall: Redaction, Tokenization, and Data Lineage Before the Prompt	A production playbook for treating AI context as a governed data plane—with field-level minimization, redaction, tokenization, tenant and purpose checks, lineage, expiry, and fail-closed behavior before inference.
context-firewall-redaction-tokenization-lineage-vi.md	vi	2026-09-05	Context Firewall: Redaction, Tokenization và Data Lineage trước khi vào Prompt	Playbook production để xem context của AI như một data plane có governance—minimize theo field, redaction, tokenization, kiểm tra tenant và purpose, giữ lineage, freshness và fail-closed trước inference.
cursor-ai-guideline-en.md	en	2026-02-26	Mastering Cursor AI: 3-Layer Model, UI Pipeline & Zero Trust Security	A practical engineering playbook for taming Cursor AI with a 3-layer model, 3-step UI pipeline, and Zero Trust Security so developers spend less time cleaning up AI-generated code.
cursor-ai-guideline-vi.md	vi	2026-02-26	Làm Chủ Cursor AI: Quy Trình 3 Lớp, UI Pipeline & Zero Trust Security	Cẩm nang thực chiến để 'thu phục' Cursor AI bằng mô hình 3 lớp, pipeline UI 3 bước và Zero Trust Security, giúp dev không phải đi dọn rác code AI.
decision-traces-ai-agent-event-sourcing-en.md	en	2026-07-29	Decision Traces for AI Agents: Event-Sourcing the Action Path Without Logging Chain-of-Thought	A production guide to event-sourced decision traces for AI agents: audit the action path, replay incidents, preserve privacy, and explain outcomes without treating private chain-of-thought as a log format.
decision-traces-ai-agent-event-sourcing-vi.md	vi	2026-07-29	Decision Trace cho AI Agent: Event Sourcing đường đi của Action mà không log Chain-of-Thought	Hướng dẫn production về decision trace theo mô hình event sourcing cho AI Agent: audit đường đi của action, điều tra incident, bảo vệ privacy và giải thích kết quả mà không biến chain-of-thought riêng tư thành schema log.
durable-execution-ai-agent-en.md	en	2026-07-14	Durable Execution for AI Agents: Checkpoints, Resume, and Safe Retries	How to make a long-running AI workflow survive crashes, timeouts, duplicate delivery, and human waiting without turning recovery into a second application.
durable-execution-ai-agent-vi.md	vi	2026-07-14	Durable Execution cho AI Agent: Checkpoint, Resume và Retry an toàn	Cách giúp workflow AI dài hạn sống sót qua crash, timeout, duplicate delivery và thời gian chờ human mà không biến recovery thành một ứng dụng thứ hai.
engineering-principles-million-requests-en.md	en	2026-01-16	5 Engineering Principles That Help My Code Survive Millions of Requests	Five production habits I use to keep systems understandable, measurable, and resilient long after the launch-day traffic spike.
engineering-principles-million-requests-vi.md	vi	2026-01-16	5 Triết lý kỹ thuật giúp tôi viết code sống sót qua hàng triệu request	Năm thói quen production giúp hệ thống dễ hiểu, đo được và chịu thay đổi tốt hơn rất lâu sau đợt traffic đầu tiên.
enterprise-git-feature-to-production-en.md	en	2026-08-26	From Feature Branch to Production: How My Company Ships a Public-Service Feature Safely	A practical enterprise Git and release playbook, illustrated by an iGate step-3 feature that lets an officer send a status email to a citizen without bypassing authorization, audit, or deployment controls.
enterprise-git-feature-to-production-vi.md	vi	2026-08-26	Từ Feature Branch đến Production: Cách My Company Ship Feature Dịch vụ công an toàn	Playbook quản lý Git và release enterprise qua ví dụ thêm nút gửi email cho công dân ở bước 3 của quy trình iGate, với authorization, audit, CI/CD, canary và rollback rõ ràng.
eval-driven-ai-system-design-en.md	en	2026-07-05	Eval-Driven AI Systems: From Tiny Golden Sets to Business-Level Rollouts	A senior engineer's playbook for turning a small golden set into release gates, business metrics, and a production learning loop for AI systems.
eval-driven-ai-system-design-vi.md	vi	2026-07-05	Thiết kế AI System theo Evals: Từ Golden Set nhỏ đến Rollout theo KPI	Playbook dành cho senior engineer để biến một golden set nhỏ thành release gate, KPI kinh doanh và vòng lặp học tập cho AI system production.
event-driven-ai-systems-en.md	en	2026-07-15	Event-driven AI Systems: Solving the LLM Timeout Problem with Kafka and RabbitMQ	Building an AI Agent is more than just calling the OpenAI API. When a task takes 5 minutes to complete, the traditional Request-Response architecture crumbles. Enter Event-driven Architecture.
event-driven-ai-systems-vi.md	vi	2026-07-15	Event-driven AI Systems: Giải Quyết Bài Toán Timeout Khi LLM Processing Quá Lâu Bằng Kafka/RabbitMQ	Xây dựng AI Agent không chỉ là gọi API OpenAI. Khi task mất đến 5 phút để hoàn thành, kiến trúc Request-Response truyền thống sẽ sụp đổ. Đây là lúc Event-driven Architecture lên ngôi.
genai-telemetry-opentelemetry-mcp-en.md	en	2026-07-28	GenAI Telemetry That Travels: OpenTelemetry Semantics for Agents and MCP	How to design vendor-neutral traces for model calls, retrieval, tool use, MCP sessions, privacy controls, and cost accounting without locking observability to one provider.
genai-telemetry-opentelemetry-mcp-vi.md	vi	2026-07-28	Telemetry cho GenAI có thể di chuyển: OpenTelemetry Semantics cho Agent và MCP	Cách thiết kế trace vendor-neutral cho model call, retrieval, tool use, MCP session, privacy control và cost accounting mà không bị khóa vào một provider.
hanh-trinh-mentor-thuc-tap-sinh-ai-en.md	en	2026-02-06	Mentoring a RAG System: What Production Teaches That Tutorials Don't	Architecture, production incidents, and key takeaways from guiding a senior intern to build a RAG chatbot + dashboard on Cloud — written for engineers, not to brag.
hanh-trinh-mentor-thuc-tap-sinh-ai-vi.md	vi	2026-02-06	Mentor một RAG system: những gì production dạy mà tutorial không dạy	Kiến trúc, sự cố production, và những gì tôi rút ra khi hướng dẫn một thực tập sinh xây chatbot RAG + dashboard trên Cloud — viết cho các kỹ sư khác đọc, không phải để kể lể.
human-in-loop-action-gate-consent-fatigue-en.md	en	2026-06-18	Human-in-the-Loop Is Not an Approve Button: Designing Action Gates Without Consent Fatigue	A practical design for human oversight in AI agents: bounded action envelopes, risk tiers, fresh approvals, previews, escalation, and auditability.
human-in-loop-action-gate-consent-fatigue-vi.md	vi	2026-06-18	Human-in-the-Loop không phải nút “Approve”: Thiết kế Action Gate và chống Consent Fatigue	Cách thiết kế human oversight cho AI Agent bằng action envelope, risk tier, approval còn hiệu lực, preview rõ ràng, escalation và auditability.
idempotent-ai-actions-en.md	en	2026-01-13	Idempotent AI Actions: Making Tool Calls Safe to Retry	AI agents retry when networks fail, providers time out, and workers restart. This production playbook shows how to make write-oriented tool calls safe with idempotency keys, deduplication, outbox records, reconciliation, and compensating actions.
idempotent-ai-actions-vi.md	vi	2026-01-13	AI Action có tính Idempotent: Retry Tool Call mà không nhân đôi Side Effect	AI agent sẽ retry khi mạng lỗi, provider timeout hoặc worker restart. Playbook production này trình bày cách làm cho tool call ghi dữ liệu trở nên an toàn với idempotency key, deduplication, outbox, reconciliation và compensating action.
langfuse-dev-prod-prompt-trace-eval-cicd-en.md	en	2026-02-24	Langfuse Across Environments: Syncing Prompts, Traces, and Evaluations from Dev to Production	A production playbook for using Langfuse across dev, staging, and production with versioned prompts, reproducible evaluations, safe trace handling, and CI/CD promotion gates.
langfuse-dev-prod-prompt-trace-eval-cicd-vi.md	vi	2026-02-24	Langfuse giữa các môi trường: Đồng bộ Prompt, Trace và Evaluation từ Dev đến Production	Production playbook triển khai Langfuse giữa dev, staging và production với prompt có version, evaluation tái lập được, trace an toàn và các cổng promotion trong CI/CD.
llm-code-sandbox-kubernetes-en.md	en	2026-07-27	Sandboxing LLM-Generated Code: Running Agent Tools Safely on Kubernetes	A practical runtime boundary for code agents: process isolation, containers, gVisor or microVMs, network egress, quotas, artifacts, and cleanup.
llm-code-sandbox-kubernetes-vi.md	vi	2026-07-27	Sandbox cho Code do LLM tạo: Chạy Tool và Code Agent an toàn trên Kubernetes	Thiết kế runtime boundary thực tế cho code agent: process isolation, container, gVisor hoặc microVM, network egress, quota, artifact và cleanup.
llm-math-correctness-edtech-api-en.md	en	2026-07-28	LLM Math Students Can Trust: A Verification-First Architecture for EdTech APIs	A production playbook for generating mathematical problems and tutoring feedback with LLM APIs while keeping correctness, solvability, pedagogy, and release safety outside the model.
llm-math-correctness-edtech-api-vi.md	vi	2026-07-28	LLM sinh Toán đáng tin cho EdTech: Kiến trúc Verification-First khi dùng API	Production playbook xây dựng hệ thống sinh bài toán và phản hồi học tập bằng LLM API nhưng vẫn kiểm soát tính đúng, tính giải được, tính sư phạm và an toàn phát hành bằng verifier độc lập.
mcp-is-not-an-api-wrapper-en.md	en	2026-04-06	MCP Is Not Just an API Wrapper: Least Privilege, OAuth Consent, and Human Approval for AI Agents	MCP turns a model suggestion into a path that can read private data, alter systems, and create external effects. This production blueprint separates OAuth delegation, server-side policy, and action-bound approval so an agent never has more authority than the user intended.
mcp-is-not-an-api-wrapper-vi.md	vi	2026-04-06	MCP không chỉ là API Wrapper: Least Privilege, OAuth Consent và Human Approval cho AI Agent	MCP biến đề xuất của model thành đường đi có thể đọc dữ liệu, sửa hệ thống và tạo hiệu ứng bên ngoài. Blueprint này tách OAuth delegation, server-side policy và approval theo từng hành động để agent không có quyền lớn hơn ý định người dùng.
mcp-tool-poisoning-description-payload-en.md	en	2026-04-16	MCP Tool Poisoning: When a Tool Description Becomes an Attack Payload	Why MCP tool metadata must be treated as untrusted input, and how to separate discovery, capability approval, argument validation, and execution.
mcp-tool-poisoning-description-payload-vi.md	vi	2026-04-16	MCP Tool Poisoning: Khi mô tả tool trở thành payload tấn công	Vì sao metadata của MCP tool phải được xem là untrusted input, và cách tách discovery, capability approval, argument validation khỏi execution.
model-router-ai-agent-en.md	en	2026-07-08	Model Router for AI Agents: Choosing by Capability, Cost, and Latency	A production design for routing each agent step to the right model without turning quality, latency, and cost into guesswork.
model-router-ai-agent-vi.md	vi	2026-07-08	Model Router cho AI Agent: Chọn Model theo Capability, Cost và Latency	Thiết kế production để định tuyến từng bước của agent tới model phù hợp mà không biến chất lượng, độ trễ và chi phí thành phỏng đoán.
model-upgrade-safe-upgrades-en.md	en	2026-02-18	When the Model Changes: Behavioral Contracts and Safe Upgrades for Production AI Agents	A production playbook for upgrading AI models with behavioral contracts, shadow traffic, semantic diffs, canary promotion, rollback, and post-release drift detection.
model-upgrade-safe-upgrades-vi.md	vi	2026-02-18	Khi model thay đổi: Behavioral contract và quy trình nâng cấp AI agent an toàn trong production	Playbook production để nâng cấp AI model bằng behavioral contract, shadow traffic, semantic diff, canary promotion, rollback và phát hiện drift sau release.
multi-tenant-ai-agent-platform-en.md	en	2026-07-21	Multi-Tenant AI Agent Platforms: Isolating Prompt, Tool, Memory, and Cost	A platform design for serving many tenants without letting prompts, tools, memories, traces, or noisy neighbors cross the boundary.
multi-tenant-ai-agent-platform-vi.md	vi	2026-07-21	Multi-Tenant AI Agent Platform: Cô lập Prompt, Tool, Memory và Cost giữa các Tenant	Thiết kế platform phục vụ nhiều tenant mà không để prompt, tool, memory, trace hay noisy neighbor vượt qua ranh giới.
multimodal-rag-layout-evidence-en.md	en	2026-07-11	Multimodal RAG That Understands Tables, Figures, and Page Layout	Text-only chunking breaks document-heavy AI products. Here is a practical layout-aware retrieval design for prose, tables, figures, captions, and page-level evidence.
multimodal-rag-layout-evidence-vi.md	vi	2026-07-11	Multimodal RAG hiểu Bảng, Hình và Bố cục Trang như thế nào?	Text-only chunking thường làm hỏng các workflow AI dùng nhiều document. Đây là thiết kế layout-aware retrieval thực tế cho prose, table, figure, caption và page-level evidence.
nlu-from-utterance-to-safe-action-en.md	en	2026-06-08	NLU in Production: From Utterance to a Safe, Testable Action	A practical production model for Natural Language Understanding: turn messy utterances into typed intent and entity contracts before policy and action code take over.
nlu-from-utterance-to-safe-action-vi.md	vi	2026-06-08	NLU trong Production: Từ câu nói tự nhiên đến action an toàn và có thể kiểm thử	Một mô hình thực tế cho Natural Language Understanding: biến câu nói tự nhiên thành contract intent và entity có kiểu trước khi policy và action code tiếp quản.
onprem-ai-100gb-vram-enterprise-en.md	en	2026-05-12	On-Prem AI Under 100 GB VRAM: A Production Playbook for Enterprise Model Serving	How enterprise teams can select, quantize, serve, and operate small-to-medium language models inside an approximately 100 GB VRAM envelope without confusing model size with production capacity.
onprem-ai-100gb-vram-enterprise-vi.md	vi	2026-05-12	Triển khai AI On-Prem dưới 100 GB VRAM: Production Playbook cho Doanh nghiệp	Cách doanh nghiệp lựa chọn, quantize, serve và vận hành các mô hình ngôn ngữ nhỏ–trung trong giới hạn khoảng 100 GB VRAM mà không nhầm kích thước model với năng lực production.
post-3.md		2026-01-30	Hello, World	this is a post example
post1.md		2026-03-30	How I made 4.5 Millions at 24 years old	How I made 4.5 Millions at 24 years old
post2.md		2026-02-27	Hello, World	this is a post example
prompt-injection-tool-boundaries-en.md	en	2026-04-27	Prompt Injection in Tool-Using Agents: Separating Instruction, Data, and Action Boundaries	A practical production model for containing prompt injection in tool-using agents by separating instructions, untrusted data, and executable actions.
prompt-injection-tool-boundaries-vi.md	vi	2026-04-27	Prompt Injection trong Agent có Tool: Tách ranh giới Instruction, Data và Action	Một mô hình thực chiến để phòng Prompt Injection trong agent có tool bằng cách tách instruction, dữ liệu không tin cậy và action thực thi thành ba boundary độc lập.
provider-rotation-multi-model-failover-en.md	en	2026-08-19	Multi-Model Failover Without Route Flapping: Provider Rotation, Stateful Recovery, and Quality Gates	A production guide to rotating AI models and providers without turning fallback into route flapping, retry storms, broken tool contracts, or silent quality regressions.
provider-rotation-multi-model-failover-vi.md	vi	2026-08-19	Failover đa mô hình không phải Route Flapping: Xoay Provider, Phục hồi Stateful và Quality Gate	Hướng dẫn production về xoay tua AI model và provider mà không biến fallback thành retry storm, đứt tool contract, mất state hội thoại hoặc suy giảm chất lượng âm thầm.
review-data-science-hcmus-en.md	en	2021-07-17	A Review of the Data Science Major at HCMUS	One year into the Data Science program at HCMUS — a look at the curriculum, credits, conduct points, GPA, and freshman experience.
review-data-science-hcmus-vi.md	vi	2021-07-17	Review ngành Khoa học dữ liệu tại ĐH Khoa học Tự nhiên	Một năm học ngành Khoa học dữ liệu tại HCMUS — chia sẻ về chương trình, tín chỉ, điểm rèn luyện, điểm tốt nghiệp và review năm nhất.
schema-evolution-event-driven-compatibility-rollback-en.md	en	2026-06-29	Schema Evolution in Event-Driven Systems: Compatibility, Rollback, and Data Contracts	A production playbook for evolving event schemas without breaking old consumers, replaying bad data, or confusing registry compatibility with a safe release.
